"dt","Temp_deg_C","pH_units","SpCond_uS_cm","HDO_mg_l","fdom_qsu_temp","fdom_turb_ife","CDOM_qsu"
"2015-05-20T17:45:00.000Z",17.99,7.24,223.1,8.89,29.9233180265553,68.4172345122613,32.6689052339836
"2015-05-20T18:00:00.000Z",17.97,7.22,223.1,8.86,30.0960706723799,68.9158923926084,32.8661123547596
"2015-05-20T18:15:00.000Z",17.93,7.21,223.4,8.83,30.2608008286624,69.1397097211807,33.0633194755357
"2015-05-20T18:30:00.000Z",17.88,7.19,224.7,8.75,30.3336051129086,69.1840488466486,33.1645879970152
"2015-05-20T18:45:00.000Z",17.84,7.18,224.5,8.71,30.5467032978899,69.843348479825,33.4150943396226
"2015-05-20T19:00:00.000Z",17.81,7.17,224.4,8.66,30.6856697293159,70.3439686818059,33.5803219272999
"2015-05-20T19:15:00.000Z",17.75,7.16,224.4,8.62,30.7734468982519,70.4828388274971,33.702910137512
"2015-05-20T19:30:00.000Z",17.71,7.16,224,8.57,30.9761683175968,70.8001619110663,33.9427566357531
"2015-05-20T19:45:00.000Z",17.68,7.15,223.7,8.53,31.0271683624412,70.9310165782172,34.0120456241339
"2015-05-20T20:00:00.000Z",17.64,7.14,223.3,8.49,31.1712248629388,71.6241900934871,34.1879330561774
"2015-05-20T20:15:00.000Z",17.6,7.13,223.1,8.46,31.3102556071119,71.9833134211445,34.3584905660377
"2015-05-20T20:30:00.000Z",17.56,7.12,222.6,8.42,31.517085812178,72.3690861412135,34.603666986462
"2015-05-20T20:45:00.000Z",17.53,7.12,222.4,8.4,31.5871338868738,72.759523367551,34.6942756635753
"2015-05-20T21:00:00.000Z",17.5,7.11,222.1,8.38,31.6813701294445,73.0339594494739,34.8115339516043
"2015-05-20T21:15:00.000Z",17.46,7.11,221.7,8.37,31.7034608283049,72.8507267141554,34.8541733290694
"2015-05-20T21:30:00.000Z",17.43,7.11,221.2,8.36,31.8460031161956,73.3706210351792,35.0247308389297
"2015-05-20T21:45:00.000Z",17.4,7.11,220.9,8.36,31.8673157349474,73.4259228935232,35.0620402942117
"2015-05-20T22:00:00.000Z",17.36,7.1,220.2,8.35,31.9473358591608,73.5729241724576,35.1686387378744
"2015-05-20T22:15:00.000Z",17.33,7.1,220.1,8.34,32.0411625002285,74.0299153892683,35.2858970259034
"2015-05-20T22:30:00.000Z",17.3,7.1,219.7,8.35,32.062336455133,73.6280054394732,35.3232064811854
"2015-05-20T22:45:00.000Z",17.26,7.1,218.9,8.35,32.0067142052949,73.9097149891063,35.2805671037203
"2015-05-20T23:00:00.000Z",17.22,7.1,218.7,8.35,32.0236245088859,73.9232169574971,35.3178765590022
"2015-05-20T23:15:00.000Z",17.19,7.1,218.1,8.36,32.1751709820258,74.2257117054931,35.4990939132289
"2015-05-20T23:30:00.000Z",17.14,7.1,217.9,8.36,31.965612126245,73.7723293138935,35.2912269480866
"2015-05-20T23:45:00.000Z",17.12,7.1,217.5,8.36,32.212948518647,75.0023595971783,35.5737128237928
"2015-05-21T00:00:00.000Z",17.07,7.1,217.2,8.36,32.2060934483009,74.183561658696,35.5897025903422
"2015-05-21T00:15:00.000Z",17.04,7.1,216.6,8.36,32.222220559752,74.53251129552,35.621682123441
"2015-05-21T00:30:00.000Z",17,7.1,216.1,8.37,32.1328570524357,74.1768785530435,35.541733290694
"2015-05-21T00:45:00.000Z",16.96,7.1,216.1,8.36,32.3373561712575,74.8021055628504,35.7869097111182
"2015-05-21T01:00:00.000Z",16.92,7.1,215.6,8.35,32.3057533922633,74.5655038397748,35.7709199445688
"2015-05-21T01:15:00.000Z",16.88,7.09,215.2,8.34,32.4377416837887,75.9382262893297,35.936147532246
"2015-05-21T01:30:00.000Z",16.85,7.09,214.8,8.32,32.4536713430333,75.9803662463163,35.9681270653448
"2015-05-21T01:45:00.000Z",16.8,7.09,214.6,8.3,32.5330349835893,75.2198455240568,36.0800554311907
"2015-05-21T02:00:00.000Z",16.76,7.08,213.6,8.28,32.6454237848936,76.4880149566043,36.2239633301354
"2015-05-21T02:15:00.000Z",16.72,7.08,213.2,8.25,32.6856621571037,75.9004362010325,36.287922396333
"2015-05-21T02:30:00.000Z",16.68,7.07,212.6,8.22,32.8553925001686,77.0128086564106,36.4957893614753
"2015-05-21T02:45:00.000Z",16.64,7.07,211.7,8.19,32.9146220308826,76.8509159378527,36.5810681164055
"2015-05-21T03:00:00.000Z",16.61,7.06,210.9,8.16,33.0117222795681,76.7569550910325,36.7036563266176
"2015-05-21T03:15:00.000Z",16.57,7.06,209.8,8.12,33.2384740234374,77.3858814745795,36.9754823579576
"2015-05-21T03:30:00.000Z",16.53,7.05,209,8.08,33.3835573938239,78.091677654584,37.1566997121842
"2015-05-21T03:45:00.000Z",16.5,7.04,208.2,8.05,33.595171389996,79.0130596126054,37.4072060547916
"2015-05-21T04:00:00.000Z",16.45,7.03,207.1,8.01,33.5583969351398,78.5880010759593,37.3912162882422
"2015-05-21T04:15:00.000Z",16.42,7.03,206.1,7.97,33.7027431216675,79.9953892890721,37.5671037202857
"2015-05-21T04:30:00.000Z",16.39,7.02,205.5,7.94,33.9568968013096,79.3502856065917,37.8655793625413
"2015-05-21T04:45:00.000Z",16.35,7.02,204.5,7.9,33.9530695487253,79.6043380816281,37.8815691290907
"2015-05-21T05:00:00.000Z",16.31,7.01,203.7,7.87,34.2548031386045,80.341459011494,38.2386739153608
"2015-05-21T05:15:00.000Z",16.27,7.01,202.8,7.84,34.4607527869041,80.5883012377435,38.4891802579682
"2015-05-21T05:30:00.000Z",16.24,7,202.1,7.81,34.5947841911741,81.3163889039225,38.6544078456455
"2015-05-21T05:45:00.000Z",16.21,6.99,201.5,7.79,34.6619414122051,81.700026364816,38.7450165227588
"2015-05-21T06:00:00.000Z",16.19,6.99,201,7.78,34.8290286494107,81.943351703204,38.9422236435348
"2015-05-21T06:15:00.000Z",16.16,6.99,200.6,7.77,34.8102572673123,82.0981654069874,38.9368937213517
"2015-05-21T06:30:00.000Z",16.14,6.99,200.2,7.77,34.9295426332787,83.3874842604937,39.0808016202963
"2015-05-21T06:45:00.000Z",16.12,6.99,200,7.78,35.096383853981,82.3505015674031,39.2780087410724
"2015-05-21T07:00:00.000Z",16.11,6.99,199.7,7.8,35.2011973143189,83.602322744234,39.4005969512845
"2015-05-21T07:15:00.000Z",16.11,6.99,199.6,7.82,35.2869105731324,84.010011408807,39.496535550581
"2015-05-21T07:30:00.000Z",16.11,6.99,199.5,7.84,35.3583382888104,84.0283881198532,39.576484383328
"2015-05-21T07:45:00.000Z",16.1,7,199.4,7.86,35.4488176417159,84.3444315413549,39.6830828269907
"2015-05-21T08:00:00.000Z",16.14,7.01,199.5,7.91,35.3678089878478,83.5987472942012,39.5711544611449
"2015-05-21T08:15:00.000Z",16.17,7.01,199.5,7.98,35.4821208510383,84.0475457068672,39.6830828269907
"2015-05-21T08:30:00.000Z",16.15,7.01,199.6,8,35.4773700521022,83.6143999487566,39.6884127491739
"2015-05-21T08:45:00.000Z",16.11,7.01,199.8,7.98,35.5678595881324,83.6828179973145,39.811000959386
"2015-05-21T09:00:00.000Z",16.11,7.02,199.9,7.99,35.6297636083866,84.376417748967,39.8802899477668
"2015-05-21T09:15:00.000Z",16.13,7.02,200.1,8.05,35.6583786002178,84.559837485341,39.9016096364993
"2015-05-21T09:30:00.000Z",16.12,7.02,200.4,8.06,35.7297945871782,84.6116623967713,39.9868883914295
"2015-05-21T09:45:00.000Z",16.11,7.02,200.6,8.06,35.6821439332171,84.5888349720136,39.9389190917813
"2015-05-21T10:00:00.000Z",16.14,7.03,200.9,8.12,35.6107609887503,84.1137837428238,39.8429804924848
"2015-05-21T10:15:00.000Z",16.19,7.05,201.2,8.2,35.6918483629121,84.2620324233205,39.9069395586824
"2015-05-21T10:30:00.000Z",16.27,7.07,201.5,8.3,35.3865347111258,83.5444921144274,39.5231851614966
"2015-05-21T10:45:00.000Z",16.32,7.08,201.8,8.36,35.5248332702516,83.8120626552279,39.6511032938919
"2015-05-21T11:00:00.000Z",16.38,7.1,202.1,8.4,35.3144008332372,83.315450127196,39.3846071847351
"2015-05-21T11:15:00.000Z",16.48,7.11,202.5,8.45,35.4046884220753,83.1408117818196,39.4325764843833
"2015-05-21T11:30:00.000Z",16.55,7.12,202.8,8.51,35.3659319408579,83.1758200152285,39.3526276516363
"2015-05-21T11:45:00.000Z",16.61,7.13,203.2,8.56,35.2839824875327,83.0253804133232,39.2300394414241
"2015-05-21T12:00:00.000Z",16.65,7.13,203.5,8.58,35.3315737550685,82.9797052897466,39.262018974523
"2015-05-21T12:15:00.000Z",16.65,7.11,203.8,8.6,35.3123883393777,83.205743730938,39.2406992857904
"2015-05-21T12:30:00.000Z",16.62,7.11,204.2,8.58,35.3653967641087,83.3482109580879,39.3153181963543
"2015-05-21T12:45:00.000Z",16.66,7.12,204.5,8.58,35.2691229741191,82.916272370058,39.1874000639591
"2015-05-21T13:00:00.000Z",16.71,7.11,204.8,8.63,35.2206110247701,82.993844804244,39.107451231212
"2015-05-21T13:15:00.000Z",16.78,7.12,205.3,8.67,35.1957752154588,82.5818111262996,39.0434921650144
"2015-05-21T13:30:00.000Z",16.81,7.12,205.6,8.71,35.0415877485667,82.4787940095944,38.8569448886046
"2015-05-21T13:45:00.000Z",16.78,7.12,205.9,8.67,35.2294078422732,82.7407653602396,39.0808016202963
"2015-05-21T14:00:00.000Z",16.8,7.12,206.2,8.66,35.2099429961665,82.6541713473637,39.0488220871975
"2015-05-21T14:15:00.000Z",16.84,7.12,206.8,8.7,35.1950097706566,82.5453211213733,39.0115126319156
"2015-05-21T14:30:00.000Z",16.94,7.12,207,8.73,35.0202959274005,82.1471750456368,38.7663362114913
"2015-05-21T14:45:00.000Z",17.01,7.13,207.5,8.77,35.023913627642,82.0541404646485,38.7343566783925
"2015-05-21T15:00:00.000Z",17.05,7.13,207.8,8.77,34.9942699213998,81.8384954271414,38.6810574565611
"2015-05-21T15:15:00.000Z",17.08,7.14,208.2,8.8,34.9840631717398,81.9136860499706,38.6544078456455
"2015-05-21T15:30:00.000Z",17.14,7.14,208.6,8.83,35.0166964783228,82.034886330682,38.6597377678286
"2015-05-21T15:45:00.000Z",17.17,7.14,209,8.85,34.9002024986735,81.55414656244,38.5158298688839
"2015-05-21T16:00:00.000Z",17.19,7.14,209.5,8.84,34.9046069574932,81.5658598514999,38.5104999467008
"2015-05-21T16:15:00.000Z",17.24,7.15,209.9,8.84,34.9421942253162,81.8020847621075,38.5264897132502
"2015-05-21T16:30:00.000Z",17.25,7.15,210.3,8.84,34.8597886679746,81.514578890967,38.4305511139537
"2015-05-21T16:45:00.000Z",17.27,7.14,210.7,8.83,34.9512150656047,81.8602393987013,38.521159791067
"2015-05-21T17:00:00.000Z",17.28,7.14,211.2,8.83,34.9171404747356,81.7012653911606,38.478520413602
"2015-05-21T17:15:00.000Z",17.28,7.14,211.6,8.83,34.8155716401926,81.6006607398772,38.3665920477561
"2015-05-21T17:30:00.000Z",17.26,7.13,212.2,8.8,34.8885727691933,81.6592071302559,38.4572007248694
"2015-05-21T17:45:00.000Z",17.25,7.13,212.6,8.78,34.9468131628006,81.6100806772616,38.5264897132502
"2015-05-21T18:00:00.000Z",17.24,7.13,213,8.76,34.9083558392445,81.6098274974855,38.4891802579682
"2015-05-21T18:15:00.000Z",17.22,7.12,213.5,8.73,34.8894613560397,81.5595573971057,38.478520413602
"2015-05-21T18:30:00.000Z",17.21,7.12,213.9,8.71,34.9041767221559,81.6327160910615,38.4998401023345
"2015-05-21T18:45:00.000Z",17.19,7.11,214.3,8.67,34.8562983561575,81.4034894275839,38.4572007248694
"2015-05-21T19:00:00.000Z",17.16,7.11,214.7,8.65,34.8521243511002,81.2569006842674,38.4678605692357
"2015-05-21T19:15:00.000Z",17.16,7.11,215,8.65,34.8521243511002,81.4602400637866,38.4678605692357
"2015-05-21T19:30:00.000Z",17.14,7.11,215.3,8.64,34.9104878458138,81.445655775155,38.5424794797996
"2015-05-21T19:45:00.000Z",17.12,7.1,215.7,8.61,34.8143711689092,81.2582417123346,38.4465408805031
"2015-05-21T20:00:00.000Z",17.11,7.1,216,8.58,34.7663300835623,81.096924553448,38.3985715808549
"2015-05-21T20:15:00.000Z",17.09,7.09,216.2,8.56,34.6992292396466,80.8852611691155,38.3346125146573
"2015-05-21T20:30:00.000Z",17.06,7.09,216.6,8.55,34.6902639926977,81.0975098222507,38.3399424368404
"2015-05-21T20:45:00.000Z",17.03,7.09,216.9,8.54,34.6764742756544,81.0608453895026,38.3399424368404
"2015-05-21T21:00:00.000Z",17,7.09,217,8.53,34.7205091873236,80.9079794499869,38.403901503038
"2015-05-21T21:15:00.000Z",16.98,7.09,217.4,8.53,34.5956821212966,80.6780267921569,38.2759833706428
"2015-05-21T21:30:00.000Z",16.96,7.09,217.5,8.53,34.5335265192133,80.6138630124567,38.2173542266283
"2015-05-21T21:45:00.000Z",16.93,7.09,217.8,8.53,34.6738367664649,80.88527646955,38.3879117364886
"2015-05-21T22:00:00.000Z",16.92,7.09,217.9,8.52,34.534453446294,80.5827809700328,38.2386739153608
"2015-05-21T22:15:00.000Z",16.89,7.08,218,8.52,34.4918300123746,80.2357500612821,38.206694382262
"2015-05-21T22:30:00.000Z",16.86,7.08,218.1,8.51,34.4155611715628,80.1674828693384,38.1374053938812
"2015-05-21T22:45:00.000Z",16.84,7.08,218.3,8.51,34.2862042162413,79.8917268819143,38.0041573393028
"2015-05-21T23:00:00.000Z",16.81,7.08,218.3,8.51,34.349440518699,79.859615601174,38.089436094233
"2015-05-21T23:15:00.000Z",16.78,7.08,218.4,8.5,34.2588663256306,79.8193910044281,38.0041573393028
"2015-05-21T23:30:00.000Z",16.75,7.08,218.5,8.5,34.1779589648605,79.5392531718386,37.9295384287389
"2015-05-21T23:45:00.000Z",16.72,7.08,218.5,8.5,34.1883209924694,79.5005213117432,37.9561880396546
"2015-05-22T00:00:00.000Z",16.7,7.08,218.5,8.49,34.0400329450111,79.3397064775117,37.8016202963437
"2015-05-22T00:15:00.000Z",16.66,7.08,218.5,8.5,34.0362957919773,79.3627890758767,37.8176100628931
"2015-05-22T00:30:00.000Z",16.62,7.08,218.4,8.49,33.9989822444728,79.099598817815,37.7962903741605
"2015-05-22T00:45:00.000Z",16.59,7.08,218.4,8.49,33.9853880626243,79.1294257929004,37.7962903741605
"2015-05-22T01:00:00.000Z",16.55,7.08,218.4,8.49,33.9193628479895,78.9222711820727,37.7429911523292
"2015-05-22T01:15:00.000Z",16.51,7.08,218.1,8.5,33.8773257930074,78.8440761063291,37.7163415414135
"2015-05-22T01:30:00.000Z",16.48,7.08,218.2,8.49,33.7441230949262,78.4600809484868,37.5830934868351
"2015-05-22T01:45:00.000Z",16.45,7.08,218,8.49,33.7736577581478,78.5379362978439,37.6310627864833
"2015-05-22T02:00:00.000Z",16.42,7.08,217.9,8.49,33.6310182691739,78.0324963267229,37.4871548875386
"2015-05-22T02:15:00.000Z",16.37,7.07,217.7,8.49,33.5559835306115,77.9968715741987,37.4285257435241
"2015-05-22T02:30:00.000Z",16.34,7.07,217.7,8.49,33.4899796297528,77.7263521297579,37.3698965995096
"2015-05-22T02:45:00.000Z",16.31,7.07,217.6,8.49,33.3523984863025,77.4932747045762,37.2313186227481
"2015-05-22T03:00:00.000Z",16.27,7.08,217.3,8.48,33.3965807812265,77.6417024988834,37.3006076111289
"2015-05-22T03:15:00.000Z",16.24,7.08,217.3,8.48,33.3068424052654,77.1813139956446,37.2153288561987
"2015-05-22T03:30:00.000Z",16.21,7.07,217,8.48,33.2600795134373,77.1225727883563,37.1780194009167
"2015-05-22T03:45:00.000Z",16.18,7.07,217,8.47,33.1561476109029,77.0411868020784,37.0767508794372
"2015-05-22T04:00:00.000Z",16.14,7.07,216.8,8.47,33.3098626272622,77.4455670364062,37.2686280780301
"2015-05-22T04:15:00.000Z",16.11,7.07,216.6,8.47,33.1964594276242,76.9556690205635,37.1566997121842
"2015-05-22T04:30:00.000Z",16.08,7.07,216.5,8.47,33.073616881078,76.5701869264032,37.0341115019721
"2015-05-22T04:45:00.000Z",16.04,7.07,216.2,8.46,32.8750765775012,76.1137281810992,36.8315744590129
"2015-05-22T05:00:00.000Z",16.01,7.07,216.1,8.46,32.9521830705565,76.2839680595666,36.9328429804925
"2015-05-22T05:15:00.000Z",15.97,7.06,216,8.45,32.9487302742603,76.2749323860741,36.9488327470419
"2015-05-22T05:30:00.000Z",15.94,7.07,215.8,8.45,32.8356702197191,75.8849562130792,36.836904381196
"2015-05-22T05:45:00.000Z",15.91,7.07,215.7,8.45,32.8129229647116,75.8569347497071,36.8262445368298
"2015-05-22T06:00:00.000Z",15.87,7.07,215.5,8.47,32.8237416534651,76.0108676137497,36.8582240699286
"2015-05-22T06:15:00.000Z",15.84,7.07,215.5,8.48,32.7108483789431,75.6529665496588,36.7462957040827
"2015-05-22T06:30:00.000Z",15.81,7.07,215.4,8.49,32.6928891708075,75.5435562531344,36.7409657818996
"2015-05-22T06:45:00.000Z",15.8,7.08,215.2,8.54,32.6695161452678,75.60750955141,36.719646093167
"2015-05-22T07:00:00.000Z",15.77,7.08,215.2,8.56,32.585207376099,75.3249036522365,36.63969726042
"2015-05-22T07:15:00.000Z",15.74,7.08,215.1,8.54,32.6288876406011,75.4701179782305,36.7036563266176
"2015-05-22T07:30:00.000Z",15.72,7.08,215.1,8.56,32.4495574881581,74.9091237308531,36.5117791280247
"2015-05-22T07:45:00.000Z",15.74,7.08,215,8.61,32.4914797081468,75.0493493832556,36.5490885833067
"2015-05-22T08:00:00.000Z",15.81,7.1,215,8.7,32.3561590615822,74.7276109565986,36.3625413068969
"2015-05-22T08:15:00.000Z",15.82,7.11,214.9,8.76,32.2466789651142,74.6888045430123,36.2346231745016
"2015-05-22T08:30:00.000Z",15.84,7.12,214.8,8.83,32.2031767560543,74.4520851806255,36.1759940304872
"2015-05-22T08:45:00.000Z",15.9,7.13,214.7,8.86,32.0677530032138,74.0074906952115,35.9947766762605
"2015-05-22T09:00:00.000Z",15.94,7.14,214.7,8.92,32.0185008606959,73.9709048091282,35.9201577656966
"2015-05-22T09:15:00.000Z",15.98,7.14,214.8,8.97,31.983437771724,73.7882397003991,35.8615286216821
"2015-05-22T09:30:00.000Z",16.04,7.15,214.9,9.01,31.9569032633868,73.71926823935,35.8028994776676
"2015-05-22T09:45:00.000Z",16.07,7.16,215,9.04,31.7698902316119,73.2939499490261,35.5790427459759
"2015-05-22T10:00:00.000Z",16.11,7.17,214.9,9.09,31.8536183728786,73.5418497024984,35.6536616565398
"2015-05-22T10:15:00.000Z",16.17,7.19,215,9.1,31.5504334194224,72.7542654387023,35.2858970259034
"2015-05-22T10:30:00.000Z",16.21,7.22,214.9,9.15,31.6055010138713,72.7471684840532,35.3285364033685
"2015-05-22T10:45:00.000Z",16.23,7.24,215,9.16,31.5138122532215,72.4500773446965,35.2166080375226
"2015-05-22T11:00:00.000Z",16.28,7.26,215,9.2,31.482423014959,72.5778363635255,35.1579788935082
"2015-05-22T11:15:00.000Z",16.32,7.28,215,9.22,31.4658564954687,72.4154877772803,35.1206694382262
"2015-05-22T11:30:00.000Z",16.39,7.29,215.1,9.24,31.2563438023344,71.8440128519603,34.8541733290694
"2015-05-22T11:45:00.000Z",16.45,7.29,214.9,9.25,31.1283414220711,71.5723471011352,34.683615819209
"2015-05-22T12:00:00.000Z",16.48,7.26,214.8,9.28,31.1551725416476,71.31828692493,34.6996055857584
"2015-05-22T12:15:00.000Z",16.48,7.24,214.9,9.26,31.0977466513716,71.4051698644572,34.6356465195608
"2015-05-22T12:30:00.000Z",16.45,7.21,214.8,9.23,31.1761771605174,71.5780648352314,34.7369150410404
"2015-05-22T12:45:00.000Z",16.47,7.24,214.8,9.21,31.0218214089511,71.121631164766,34.5556976868138
"2015-05-22T13:00:00.000Z",16.56,7.21,214.7,9.24,30.9297610471656,70.91386232257,34.4117897878691
"2015-05-22T13:15:00.000Z",16.67,7.21,214.7,9.31,30.9511547786833,71.4079283207841,34.3851401769534
"2015-05-22T13:30:00.000Z",16.73,7.22,214.6,9.33,30.8222424568598,70.6372559696094,34.2145826670931
"2015-05-22T13:45:00.000Z",16.79,7.22,214.6,9.35,30.7411377573107,70.5735375828555,34.0973243790641
"2015-05-22T14:00:00.000Z",16.84,7.21,214.4,9.35,30.6702159785677,70.1888598624688,33.9960558575845
"2015-05-22T14:15:00.000Z",16.92,7.21,214.4,9.36,30.5728548621315,69.8243596912166,33.8521479586398
"2015-05-22T14:30:00.000Z",16.94,7.21,214.3,9.34,30.6146761195033,69.96014677359,33.8894574139218
"2015-05-22T14:45:00.000Z",16.99,7.21,214.3,9.34,30.451904097832,70.0589709632795,33.6869203709626
"2015-05-22T15:00:00.000Z",17.07,7.21,214.3,9.35,30.4456283366502,69.4418229383951,33.6442809934975
"2015-05-22T15:15:00.000Z",17.11,7.21,214,9.38,30.2494298597786,68.9408391579329,33.4097644174395
"2015-05-22T15:30:00.000Z",17.17,7.22,213.9,9.38,30.1913599260563,68.9338162602204,33.3191557403262
"2015-05-22T15:45:00.000Z",17.2,7.22,213.7,9.37,30.1067138353155,68.5768751301825,33.2125572966635
"2015-05-22T16:00:00.000Z",17.24,7.21,213.6,9.36,30.1758158443654,68.8658533342838,33.271186440678
"2015-05-22T16:15:00.000Z",17.26,7.21,213.5,9.35,30.1306049388643,68.919632684039,33.2125572966635
"2015-05-22T16:30:00.000Z",17.29,7.21,213.3,9.33,30.0264564864959,68.3723655852068,33.0846391642682
"2015-05-22T16:45:00.000Z",17.31,7.21,213.2,9.31,29.9714886491459,68.2882753153659,33.0153501758874
"2015-05-22T17:00:00.000Z",17.34,7.2,213.2,9.29,29.886554367644,68.0997499512892,32.9087517322247
"2015-05-22T17:15:00.000Z",17.36,7.2,213,9.27,29.875078329582,67.9591319742093,32.8874320434922
"2015-05-22T17:30:00.000Z",17.37,7.19,212.8,9.24,29.6804843505773,67.5197703215373,32.6689052339836
"2015-05-22T17:45:00.000Z",17.37,7.19,212.9,9.22,29.7773315946544,67.7660496923971,32.7755036776463
"2015-05-22T18:00:00.000Z",17.37,7.19,212.8,9.19,29.6756419883734,67.5627204485743,32.6635753118004
"2015-05-22T18:15:00.000Z",17.36,7.18,212.8,9.16,29.5991001071849,67.3129490112977,32.5836264790534
"2015-05-22T18:30:00.000Z",17.35,7.17,212.7,9.13,29.687174258779,67.5644135354864,32.684895000533
"2015-05-22T18:45:00.000Z",17.33,7.17,212.7,9.1,29.6696574679927,67.4094724383856,32.6742351561667
"2015-05-22T19:00:00.000Z",17.31,7.17,212.9,9.07,29.7392392964854,67.503245976228,32.7595139110969
"2015-05-22T19:15:00.000Z",17.28,7.16,212.8,9.03,29.6162146338263,67.3013563045262,32.6369257008848
"2015-05-22T19:30:00.000Z",17.24,7.15,213,9,29.5618908399225,67.2184307230687,32.5942863234197
"2015-05-22T19:45:00.000Z",17.21,7.15,213,8.97,29.6129854573448,67.2931588619765,32.6635753118004
"2015-05-22T20:00:00.000Z",17.18,7.14,213.2,8.94,29.6495395690736,67.4963160989193,32.7168745336318
"2015-05-22T20:15:00.000Z",17.14,7.14,213.4,8.91,29.6386775412743,67.44109301836,32.7222044558149
"2015-05-22T20:30:00.000Z",17.11,7.13,213.4,8.88,29.6703400874986,67.7429863680338,32.7701737554632
"2015-05-22T20:45:00.000Z",17.07,7.13,213.6,8.85,29.7317959078165,67.6225570335149,32.8554525103933
"2015-05-22T21:00:00.000Z",17.04,7.13,213.7,8.84,29.5656979934269,67.2555992746829,32.684895000533
"2015-05-22T21:15:00.000Z",17.01,7.12,213.8,8.82,29.6214132386982,67.4523639307968,32.7595139110969
"2015-05-22T21:30:00.000Z",16.97,7.12,214,8.81,29.5719854833262,67.2715763903256,32.7222044558149
"2015-05-22T21:45:00.000Z",16.93,7.12,214.2,8.8,29.6044356947177,67.3816023854699,32.7755036776463
"2015-05-22T22:00:00.000Z",16.88,7.12,214.4,8.79,29.5799773823488,67.512448731465,32.7701737554632
"2015-05-22T22:15:00.000Z",16.85,7.11,214.5,8.78,29.6259005505564,67.3534882567901,32.8341328216608
"2015-05-22T22:30:00.000Z",16.81,7.11,214.8,8.77,29.6582204051513,67.4631787317289,32.8874320434922
"2015-05-22T22:45:00.000Z",16.77,7.11,215.1,8.76,29.5799966341337,67.4021177749798,32.8181430551114
"2015-05-22T23:00:00.000Z",16.73,7.1,215.4,8.74,29.6218759683711,67.5087525981732,32.882102121309
"2015-05-22T23:15:00.000Z",16.69,7.1,215.6,8.73,29.6253026787269,67.4070903455029,32.9034218100416
"2015-05-22T23:30:00.000Z",16.65,7.1,215.8,8.73,29.6478943566487,67.4645267182153,32.9460611875067
"2015-05-22T23:45:00.000Z",16.6,7.1,216.2,8.72,29.6952490793122,67.5296716795168,33.0206800980706
"2015-05-23T00:00:00.000Z",16.57,7.1,216.5,8.71,29.7360762007658,67.6888092267756,33.0793092420851
"2015-05-23T00:15:00.000Z",16.51,7.1,216.8,8.71,29.6404698297819,67.3904947582633,32.999360409338
"2015-05-23T00:30:00.000Z",16.48,7.09,217.1,8.7,29.7003833213211,67.6256740310184,33.0793092420851
"2015-05-23T00:45:00.000Z",16.43,7.09,217.4,8.69,29.6901185355254,67.5166341851062,33.0899690864513
"2015-05-23T01:00:00.000Z",16.39,7.09,217.6,8.69,29.7029283604459,67.5768290266349,33.1219486195502
"2015-05-23T01:15:00.000Z",16.33,7.09,217.9,8.69,29.788948268644,67.8233545975993,33.2445368297623
"2015-05-23T01:30:00.000Z",16.29,7.09,218.2,8.69,29.7825522297487,67.8070755838315,33.2551966741286
"2015-05-23T01:45:00.000Z",16.25,7.08,218.4,8.69,29.7952291418571,67.783834854806,33.2871762072274
"2015-05-23T02:00:00.000Z",16.2,7.09,218.7,8.69,29.7037611774213,67.606601940891,33.2072273744803
"2015-05-23T02:15:00.000Z",16.16,7.09,218.8,8.69,29.8164924848185,67.8934681284805,33.351135273425
"2015-05-23T02:30:00.000Z",16.09,7.09,219.2,8.69,29.7932638016716,67.8343388022582,33.3564651956081
"2015-05-23T02:45:00.000Z",16.04,7.09,219.2,8.69,29.8493862781396,67.921588127508,33.4417439505383
"2015-05-23T03:00:00.000Z",15.99,7.09,219.4,8.69,29.8388479986727,67.9225753691123,33.4524037949046
"2015-05-23T03:15:00.000Z",15.96,7.09,219.5,8.68,29.8981001211706,68.1012832930813,33.5323526276516
"2015-05-23T03:30:00.000Z",15.89,7.09,219.7,8.69,29.8082375202528,67.9002402894365,33.4630636392709
"2015-05-23T03:45:00.000Z",15.84,7.08,219.9,8.69,29.81190107441,67.8817797480335,33.4897132501865
"2015-05-23T04:00:00.000Z",15.79,7.08,219.9,8.69,29.8534638750673,68.0432893870216,33.5590022385673
"2015-05-23T04:15:00.000Z",15.73,7.08,220,8.68,29.8956494778845,68.0950408666486,33.6336211491312
"2015-05-23T04:30:00.000Z",15.69,7.08,220,8.68,29.8037599975188,67.8610559350256,33.548342394201
"2015-05-23T04:45:00.000Z",15.64,7.08,220.3,8.67,29.8356994181433,67.8867692390224,33.6069715382155
"2015-05-23T05:00:00.000Z",15.58,7.08,219.9,8.67,29.7500608502969,67.946501934276,33.5376825498348
"2015-05-23T05:15:00.000Z",15.53,7.08,219.8,8.67,29.7205071301778,67.6215255881822,33.5270227054685
"2015-05-23T05:30:00.000Z",15.47,7.07,219.8,8.67,29.8852278777252,68.0127845531536,33.7402195927939
"2015-05-23T05:45:00.000Z",15.41,7.07,219.9,8.67,29.8845427930497,68.0667506646858,33.7668692037096
"2015-05-23T06:00:00.000Z",15.36,7.08,219.7,8.68,29.8171620338718,67.9229693763536,33.7135699818783
